model,class,categories,caption,image_url,question_1,question_2
unet_without_emb_without_multires,n03796401,"['attribute', 'relation']",Hood of truck is open.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n03796401_97355.jpg,is there hood ?,is there truck ?
unet_without_emb_without_multires,n02089973,"['attribute', 'relation']",The dog is wearing a red color.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02089973_49946.jpg,is there the dog ?,is there a red color ?
unet_without_emb_without_multires,n01592084,"['relation', 'action']",Baby bird is standing in ground.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n01592084_77204.jpg,is there ground ?,is there baby bird ?
unet_without_emb_without_multires,n03594945,"['attribute', 'action']",man driving the black car,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n03594945_67011.jpg,is there the black car ?,is there man ?
unet_without_emb_without_multires,n03796401,"['attribute', 'relation']",A canopy drapes over the truck.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n03796401_98883.jpg,is there a canopy ?,is there the truck ?
unet_without_emb_without_multires,n03662601,['relation'],Person standing on red boat.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n03662601_28556.jpg,is there red boat ?,is there person ?
unet_without_emb_without_multires,n02123159,['attribute'],the cat has white feet,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02123159_1513.jpg,are there white feet ?,is there the cat ?
unet_without_emb_without_multires,n02088094,['relation'],the collar is around the dog's neck,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02088094_85530.jpg,is there the collar ?,is there the dog's neck ?
unet_without_emb_without_multires,n02089973,['attribute'],the dog is white with black spots,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02089973_15479.jpg,is there the dog ?,are there black spots ?
unet_without_emb_without_multires,n03180011,['relation'],objects piled up behind the computer,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n03180011_40104.jpg,are there objects ?,is there the computer ?
unet_without_emb_without_multires,n02814533,"['attribute', 'action']",The car has windshield wipers.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02814533_91157.jpg,is there the car ?,are there windshield wipers ?
unet_without_emb_without_multires,n02090721,['relation'],The dog is on a table.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02090721_3420.jpg,is there the dog ?,is there a table ?
unet_without_emb_without_multires,n02090622,"['relation', 'action']",dog is holding bowl,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02090622_9441.jpg,is there dog ?,is there bowl ?
unet_without_emb_without_multires,n02089973,['relation'],the dog is on a white platform,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02089973_38308.jpg,is there a white platform ?,is there the dog ?
unet_without_emb_without_multires,n02089078,['relation'],A blanket that the dog sits on.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02089078_65024.jpg,is there the dog ?,is there a blanket ?
unet_without_emb_without_multires,n02090622,['attribute'],dog wears black jacket,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02090622_67695.jpg,is there black jacket ?,is there dog ?
unet_without_emb_without_multires,n03658185,"['attribute', 'action']",guy is holding a large kitchen knife,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n03658185_50982.jpg,is guy  holding a large kitchen knife?,is there guy ?
unet_without_emb_without_multires,n02089867,"['attribute', 'relation']",the dog has tail,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02089867_54677.jpg,is there tail ?,is there the dog ?
unet_without_emb_without_multires,n02089973,['attribute'],The dog has teeth.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02089973_68350.jpg,is there the dog ?,are there teeth ?
unet_without_emb_without_multires,n01580077,['attribute'],This bird has black eyes.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n01580077_83556.jpg,are there black eyes ?,is there this bird ?
unet_without_emb_without_multires,n02089867,"['attribute', 'relation']",bull dog is standing on a blue surfboard ,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02089867_7615.jpg,is there a blue surfboard ?,is there bull dog ?
unet_without_emb_without_multires,n03100240,"['attribute', 'relation']",front left window of a black car,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n03100240_28714.jpg,is there front left window ?,is there a black car ?
unet_without_emb_without_multires,n03930630,['attribute'],The truck has a windshield wiper.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n03930630_66431.jpg,is there the truck ?,is there a windshield wiper ?
unet_without_emb_without_multires,n03977966,['attribute'],the truck has a bed cover,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n03977966_31312.jpg,is there the truck ?,is there a bed cover ?
unet_without_emb_without_multires,n01601694,['attribute'],The bird has light and dark pink feathers.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n01601694_59381.jpg,is there the bird ?,are there light and dark pink feathers ?
unet_without_emb_without_multires,n04273569,['relation'],Man standing on a boat. ,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n04273569_51254.jpg,is there a boat ?,is there man ?
unet_without_emb_without_multires,n02090379,['attribute'],the dog has black paw pads,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02090379_54164.jpg,is there the dog ?,are there black paw pads ?
unet_without_emb_without_multires,n02493793,"['attribute', 'relation']",stuffed monkey holding a rattle ,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02493793_70866.jpg,is there a rattle ?,is there stuffed monkey ?
unet_without_emb_without_multires,n03662601,"['relation', 'action']",boat docked at the shore,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n03662601_58288.jpg,is there the shore ?,is there boat ?
unet_without_emb_without_multires,n02708093,"['attribute', 'relation']",green and white clock stuck on a pole,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02708093_62653.jpg,is there a pole ?,is there green and white clock ?
unet_without_emb_without_multires,n02088094,"['relation', 'action']",The dog is staring out the window.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02088094_57168.jpg,is there the dog ?,is there the window ?
unet_without_emb_without_multires,n03100240,"['attribute', 'relation']",glass headlight on sports car,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n03100240_13657.jpg,are there sports car ?,is there glass headlight ?
unet_without_emb_without_multires,n01530575,['attribute'],bird has yellow eye,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n01530575_67031.jpg,is there yellow eye ?,is there bird ?
unet_without_emb_without_multires,n02088632,"['relation', 'action']",dog is walking on the dirt,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02088632_97871.jpg,is there dog ?,is there the dirt ?
unet_without_emb_without_multires,n01582220,"['relation', 'action']",a baby bird stands on the ground,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n01582220_62294.jpg,is there a baby bird ?,is there the ground ?
unet_without_emb_without_multires,n04612504,"['relation', 'action']",These people are on a boat ride,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n04612504_52973.jpg,are there these people ?,is there a boat ride ?
unet_without_emb_without_multires,n03670208,['relation'],Another doll head inside a car.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n03670208_44887.jpg,is there a car ?,is there another doll head ?
unet_without_emb_without_multires,n02088364,['attribute'],black dog with eyes open,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02088364_59721.jpg,is there black dog ?,are there eyes ?
unet_without_emb_without_multires,n02486410,"['relation', 'action']",the boy is imitating the monkey,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02486410_89151.jpg,is there the boy ?,is the boy  imitating the monkey?
unet_without_emb_without_multires,n02090622,['relation'],the dog is on a leash,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02090622_86427.jpg,is there a leash ?,is there the dog ?
unet_without_emb_without_multires,n03100240,"['attribute', 'action']",the car has windshield wipers,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n03100240_53125.jpg,is there the car ?,are there windshield wipers ?
unet_without_emb_without_multires,n02090379,['relation'],The cat is next to the dog.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02090379_90578.jpg,is there the dog ?,is there the cat ?
unet_without_emb_without_multires,n03417042,['relation'],lined trash can leaning againt food truck,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n03417042_72441.jpg,is there trash ?,is there againt food truck ?
unet_without_emb_without_multires,n01534433,['attribute'],The bird has a black beak.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n01534433_6798.jpg,is there a black beak ?,is there the bird ?
unet_without_emb_without_multires,n02090721,['attribute'],The dogs eye is closed,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02090721_19255.jpg,is there eye ?,are there the dogs ?
unet_without_emb_without_multires,n02088632,['attribute'],a dogs ear with black spots,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02088632_54542.jpg,are there black spots ?,are there a dogs ?
unet_without_emb_without_multires,n04461696,"['attribute', 'relation']",A canopy drapes over the truck.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n04461696_15132.jpg,is there the truck ?,is there a canopy ?
unet_without_emb_without_multires,n03345487,"['attribute', 'counting']",4x4 painted on the side of truck,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n03345487_49729.jpg,is there truck ?,is there the side ?
unet_without_emb_without_multires,n02088238,['attribute'],The dog is wearing a color,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02088238_48234.jpg,is there the dog ?,is there a color ?
unet_without_emb_without_multires,n01531178,"['attribute', 'relation']",The fully shown birds left foot,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n01531178_10976.jpg,are there the fully shown birds ?,is there foot ?
unet_without_emb_without_multires,n02123159,"['attribute', 'action']",bird the yellow cat is eating,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02123159_12256.jpg,is there the yellow cat ?,is bird the yellow cat  eating?
unet_without_emb_without_multires,n02088094,"['relation', 'action']",dog is laying on the ground,https://conceptbed.s3.us-east-2.amazonaws.com/composition/unet_without_emb_without_multires_n02088094_34619.jpg,is dog  laying on the ground?,is there the ground ?
